对冲9号周收益率,CTA周收益率
0.003624260355029607,6.0471526140748466e-05
-0.002358316751418732,0.0036825735317225217
0.004358425057250592,0.0036152460613776416
-0.006987349220358818,-0.022199892400901367
0.011406562476853566,-0.006123993413806317
0.017063346759428777,0.008570306696779273
-0.0168490783410139,-0.014774555445024817
0.014940676724769286,-0.004576819887149863
0.0011545677586952685,0.0004322951124196006
0.009874585555715854,0.004943312313034465
0.004853329526800287,-0.0018336968659439234
0.008949499254208515,0.007046907744434172
0.006054206265399431,0.002719461217616903
0.0074872297250017095,0.010412391881268857
0.0019447145436866098,-0.0012462058182862723
-0.0009011507001248642,-0.006561755872388275
0.0012488725456185623,-0.004076743342575462
0.0012473148083986807,0.0035534973714721474
0.0035988649733544875,-0.0010500716817913869
0.0018619405558237823,-0.005207855898640479
-0.005231277533039647,-0.006028440141719882
0.0011071132023250385,-0.0016373013787794877
0.0029029582526955977,0.0006742840798001914
-0.0016540317022742945,-0.008740011258754565
0.00048322518293519856,-0.0038808842364371765
0.005588904988615084,-0.004214444104180481
0.012076300260738249,0.010455312762199354
0.000949152542372822,0.0008302210501514029
0.003522080736927835,0.0015837082262268876
-0.0053320734341252285,-0.006086969416111754
0.0007464205740652652,0.002198773909471763
0.007594250067805675,-0.0009771498562477499
0.001682368775235421,0.008032478873910787
0.003157541148807619,-0.0013340066662781425
-0.0006697026520225968,0.0050294294565493836
0.006567484251440936,0.0026865437779717283
0.005326231691078487,0.008758571154608541
0.0,-0.0011638047741509006
-0.0017218543046356727,0.0027947146972864267
0.0021228605545973167,0.0038682546984927235
-0.0005957897524161426,0.011084516203978545
-0.00278200967079556,0.008789436252407024
-0.0032547326469611892,-0.006693306661242682
0.006064240970278689,-0.0025117306798442263
-0.003643107902232323,-0.004461166341994338
0.0028586624119133486,-0.001584620726167052
-0.003646005966191579,-0.014155124896983562
0.0025948103792414745,0.01204225194608255
0.0005308912336585703,-0.00046448424583245274
-0.009285666909862766,-0.004470136722283913
-0.0018745397335476754,0.012047837350256385
0.0018109866523576823,-0.000165225176926298
0.001740760578468059,-0.002204951295486146
0.001002539767410715,0.00050237151685395
0.000867997596314396,-0.0068415085323138
-0.0038025350233489297,-0.0023393054758541476
0.0008035893658340232,0.001264729505555895
-0.001405152224824402,0.006506730823039764
0.0025462342535513827,0.002417112973768898
0.0011362117363988844,0.00013828646869540329
-0.0026704052339943107,0.0009024692824972647
0.006493071825423469,0.0010743595738269551
0.000332535248736221,0.00719061933005416
-0.00791170799813845,0.010798851197947101
0.005495241924674987,-0.009901518194364245
-0.004065582511330268,0.006520112598107808
0.0005353677307100568,0.008173563366636882
-0.0008026218982007949,-0.008540902951859719
-0.0023428609679363444,0.013611697870773654
0.004361245303274197,-0.0052994572998870115
-0.0039414790567170455,-0.003960580646695799
0.00435949027498328,0.004984611146903406
-0.009549248747913186,0.0044237853900863655
0.004449838187702282,-0.0018285235960264767
0.010605450396026228,-0.0160400784502015
0.003254516471838498,0.001265323958607345
0.006487917907977536,0.00458421953864252
0.0080905084522791,-0.0017360833152468835
-0.0018922093174995602,0.024025552986879806
-0.005752761979473164,0.0032389804758090612
